date,delay,distance,origin,destination
2001-02-18 16:21:00,21,562,IAH,BHM
2001-02-18 16:30:00,12,590,SLC,LAX
2001-02-18 17:08:00,-13,606,ORD,ATL
2001-02-18 17:33:00,2,460,DFW,MCI
2001-02-18 19:25:00,0,296,LIT,STL
2001-02-18 19:27:00,-16,1222,LAS,IAH
2001-02-18 19:53:00,0,553,PIT,STL
2001-02-18 20:32:00,5,1635,IAH,SFO
2001-02-19 05:39:00,15,304,LIT,DFW
2001-02-19 06:30:00,6,193,MIA,MCO
2001-02-19 07:15:00,10,966,BWI,MCI
2001-02-19 08:20:00,-2,189,SJC,RNO
2001-02-19 08:51:00,21,2521,PHL,SFO
2001-02-19 09:05:00,-38,544,LGA,CLT
2001-02-19 11:09:00,-9,240,ORD,DAY
2001-02-19 12:04:00,-9,313,DCA,BDL
2001-02-19 14:34:00,75,589,IAD,ORD
2001-02-19 14:35:00,-5,351,STL,TUL
2001-02-19 14:56:00,-27,733,LGA,ORD
2001-02-19 16:13:00,30,1946,ATL,LAX
2001-02-19 16:40:00,-13,634,MEM,RDU
2001-02-19 17:14:00,-16,717,ORF,ORD
2001-02-19 17:20:00,-14,341,ATL,JAN
2001-02-19 18:08:00,10,334,MSP,ORD
2001-02-19 19:34:00,8,496,SAT,ELP
2001-02-20 07:41:00,24,1199,DEN,ATL
2001-02-20 08:00:00,-12,1557,DEN,PHL
2001-02-20 09:20:00,-7,569,ABQ,DFW
2001-02-20 11:26:00,7,140,AUS,IAH
2001-02-20 11:53:00,5,588,SLC,SNA
2001-02-20 12:06:00,8,193,MCO,MIA
2001-02-20 12:22:00,0,906,ABE,MCO
2001-02-20 12:30:00,0,829,TPA,CMH
2001-02-20 13:05:00,21,515,RSW,ATL
2001-02-20 13:26:00,-11,351,TUL,STL
2001-02-20 13:40:00,20,1634,STT,EWR
2001-02-20 14:35:00,-6,303,HOU,MSY
2001-02-20 16:33:00,-1,432,MEM,OKC
2001-02-20 16:58:00,5,946,ATL,BOS
2001-02-20 17:55:00,17,334,JAX,MIA
2001-02-20 18:59:00,-22,1192,DFW,DCA
2001-02-20 19:36:00,23,235,DTW,ORD
2001-02-20 19:37:00,-3,1065,FLL,EWR
2001-02-20 20:15:00,4,197,TPA,FLL
2001-02-20 20:44:00,-3,1024,PBI,EWR
2001-02-21 06:20:00,-9,118,FAY,CLT
2001-02-21 06:22:00,10,408,JAN,DFW
2001-02-21 07:10:00,-9,1107,PHX,SEA
2001-02-21 07:13:00,-14,1946,LAX,ATL
2001-02-21 07:54:00,-9,1008,EWR,MSP
2001-02-21 08:22:00,9,862,LAX,DEN
2001-02-21 09:27:00,-31,544,CLT,LGA
2001-02-21 09:35:00,-5,866,LAS,SEA
2001-02-21 10:36:00,8,889,OAK,ABQ
2001-02-21 11:45:00,4,314,BWI,CLE
2001-02-21 12:04:00,26,109,LAX,SAN
2001-02-21 12:46:00,4,236,LAS,LAX
2001-02-21 13:00:00,-31,1034,MSP,IAH
2001-02-21 13:54:00,-11,481,ATL,RIC
2001-02-21 14:04:00,36,761,LGA,ATL
2001-02-21 16:09:00,22,347,PHX,ELP
2001-02-21 17:03:00,-6,643,MCI,IAH
2001-02-21 18:01:00,-4,404,SNA,SMF
2001-02-21 18:58:00,6,126,MIA,EYW
2001-02-21 19:07:00,-5,1440,ORD,PHX
2001-02-21 22:27:00,7,2475,LAX,JFK
2001-02-22 06:20:00,-11,213,DCA,JFK
2001-02-22 06:50:00,-7,355,LGB,PHX
2001-02-22 06:57:00,14,723,ORD,ALB
2001-02-22 08:41:00,-14,1946,LAX,ATL
2001-02-22 08:57:00,21,722,STL,AUS
2001-02-22 09:05:00,5,129,LIT,MEM
2001-02-22 09:19:00,9,326,IAD,BDL
2001-02-22 09:20:00,3,819,DEN,ONT
2001-02-22 09:26:00,-15,120,CLT,TRI
2001-02-22 10:56:00,22,370,PHX,LAX
2001-02-22 12:41:00,10,280,BOS,PHL
2001-02-22 13:41:00,27,2556,HNL,LAX
2001-02-22 13:45:00,23,1140,MCI,LAS
2001-02-22 14:05:00,41,585,TUL,ORD
2001-02-22 14:18:00,-2,103,DFW,TYR
2001-02-22 14:25:00,-1,491,ORD,MEM
2001-02-22 15:58:00,48,1830,SJC,ORD
2001-02-22 17:43:00,12,758,IAD,MCO
2001-02-22 17:46:00,0,954,SEA,LAX
2001-02-22 17:59:00,14,550,SFO,PDX
2001-02-22 18:55:00,-1,977,DEN,IND
2001-02-22 19:08:00,20,1201,DEN,CLE
2001-02-22 20:55:00,97,413,CVG,RIC
2001-02-22 22:20:00,5,545,ATL,PBI
2001-02-22 22:35:00,140,197,TPA,FLL
2001-02-22 22:41:00,72,184,JFK,BWI
2001-02-23 06:00:00,5,371,OAK,SNA
2001-02-23 06:30:00,-4,491,ORD,MEM
2001-02-23 06:30:00,6,436,MSO,SLC
2001-02-23 08:41:00,3,979,RSW,STL
2001-02-23 10:30:00,0,337,OAK,LAX
2001-02-23 10:55:00,-2,288,BWI,ALB
2001-02-23 11:09:00,-5,758,MCO,IAD
2001-02-23 11:46:00,33,1119,FLL,DFW
2001-02-23 13:15:00,-7,622,MSP,CLE
2001-02-23 13:20:00,10,308,SJC,LAX
2001-02-23 13:47:00,95,393,HOU,LIT
2001-02-23 14:20:00,4,1050,SEA,SAN
2001-02-23 14:38:00,34,1156,SLC,STL
2001-02-23 14:55:00,-9,862,LAX,DEN
2001-02-23 15:23:00,3,338,SNA,PHX
2001-02-23 16:15:00,-7,351,TUL,STL
2001-02-23 17:18:00,14,853,MKE,DFW
2001-02-23 17:55:00,-10,262,SBA,SFO
2001-02-23 22:31:00,-3,2288,LAX,IAD
2001-02-23 22:45:00,94,866,SEA,LAS
2001-02-24 07:03:00,33,762,IND,DFW
2001-02-24 10:40:00,3,304,PHX,SAN
2001-02-24 11:07:00,91,1235,DFW,LAX
2001-02-24 11:20:00,100,1117,IAH,PIT
2001-02-24 11:35:00,55,251,MDW,STL
2001-02-24 12:35:00,76,550,PDX,SFO
2001-02-24 12:53:00,-6,920,TPA,PHL
2001-02-24 13:22:00,15,732,ATL,DFW
2001-02-24 14:19:00,1,899,DCA,FLL
2001-02-24 14:35:00,-1,361,BWI,CLT
2001-02-24 15:22:00,-7,488,PNS,CLT
2001-02-24 15:46:00,170,1372,DFW,EWR
2001-02-24 16:00:00,53,282,LBB,DFW
2001-02-24 16:02:00,17,872,STL,EWR
2001-02-24 17:38:00,1,2053,CLE,LAX
2001-02-24 18:54:00,-4,406,TPA,ATL
2001-02-24 20:30:00,4,337,SFO,LAX
2001-02-24 21:23:00,116,813,DFW,TUS
2001-02-25 06:57:00,4,762,IND,DFW
2001-02-25 07:19:00,-2,1929,MCO,SLC
2001-02-25 08:20:00,12,2072,ORD,SJU
2001-02-25 08:54:00,2,1946,LAX,ATL
2001-02-25 10:07:00,43,1781,ORD,SMF
2001-02-25 10:30:00,24,967,DEN,SFO
2001-02-25 10:55:00,-6,866,SEA,LAS
2001-02-25 13:07:00,199,409,BNA,ORD
2001-02-25 13:12:00,-8,495,OKC,DEN
2001-02-25 13:24:00,41,722,SJC,TUS
2001-02-25 14:40:00,73,843,ORD,MHT
2001-02-25 14:41:00,98,679,SEA,SFO
2001-02-25 16:43:00,161,837,MSY,ORD
2001-02-25 16:54:00,138,416,OMA,ORD
2001-02-25 17:34:00,-11,595,ATL,MIA
2001-02-25 17:45:00,47,255,RDU,BWI
2001-02-25 17:54:00,5,288,GRB,DTW
2001-02-25 18:34:00,-4,541,TUL,DEN
2001-02-25 19:40:00,67,258,SAN,LAS
2001-02-25 19:41:00,57,1249,ORD,SLC
2001-02-25 21:44:00,-5,553,STL,PIT
2001-02-25 22:27:00,24,679,SFO,SEA
2001-02-25 22:40:00,0,2486,OGG,LAX
2001-02-25 23:01:00,33,185,LGA,BOS
2001-02-26 06:01:00,1,991,PDX,DEN
2001-02-26 06:50:00,13,1399,SEA,MSP
2001-02-26 07:15:00,9,678,PHL,ORD
2001-02-26 07:44:00,90,264,CVG,ORD
2001-02-26 09:14:00,35,1865,CVG,SAN
2001-02-26 09:35:00,-4,328,BWI,PVD
2001-02-26 11:47:00,-7,130,ORD,PIA
2001-02-26 12:33:00,-13,283,BDL,BWI
2001-02-26 12:45:00,-1,849,PVD,ORD
2001-02-26 13:29:00,-14,240,DTW,BUF
2001-02-26 13:31:00,-8,468,CLT,MCO
2001-02-26 14:23:00,-11,403,MCI,ORD
2001-02-26 15:12:00,18,223,FAR,MSP
2001-02-26 16:07:00,56,280,PHL,BOS
2001-02-26 16:28:00,-17,2475,LAX,JFK
2001-02-26 17:07:00,-5,1870,MEM,SEA
2001-02-26 18:54:00,-7,109,ORD,MSN
2001-02-26 19:37:00,10,390,SMF,ONT
2001-02-26 19:57:00,-2,1498,ORD,GEG
2001-02-26 20:04:00,13,528,ROC,ORD
2001-02-26 20:44:00,-2,240,ORD,DAY
2001-02-26 21:30:00,-8,495,BWI,SDF
2001-02-27 06:25:00,20,313,MCI,OKC
2001-02-27 06:54:00,-15,316,CLE,ORD
2001-02-27 07:41:00,1,209,LAX,FAT
2001-02-27 08:22:00,-12,137,ORD,GRR
2001-02-27 08:41:00,-1,908,IAD,MSP
2001-02-27 10:20:00,33,178,FLL,MCO
2001-02-27 10:34:00,50,336,PHL,BTV
2001-02-27 12:05:00,0,307,CLE,MDW
2001-02-27 14:56:00,24,585,TUL,ORD
2001-02-27 15:19:00,-10,689,ATL,IAH
2001-02-27 16:07:00,47,457,DTW,BNA
2001-02-27 17:03:00,-7,1197,MIA,ORD
2001-02-27 18:43:00,1,1157,IAH,RIC
2001-02-27 21:00:00,-4,168,CLT,CHS
2001-02-27 21:05:00,19,338,SNA,PHX
2001-02-27 21:40:00,10,447,SAN,SFO
2001-02-28 06:03:00,-7,403,MCI,ORD
2001-02-28 06:22:00,1,373,ATL,CVG
2001-02-28 07:19:00,8,89,LAX,SBA
2001-02-28 07:22:00,0,1307,MSP,TPA
2001-02-28 07:51:00,27,1076,FLL,LGA
2001-02-28 07:55:00,-20,316,ORD,CLE
2001-02-28 08:00:00,4,288,BWI,ALB
2001-02-28 08:18:00,-14,678,ORD,PHL
2001-02-28 08:20:00,7,180,TPA,JAX
2001-02-28 08:57:00,1,512,MEM,CLT
2001-02-28 09:56:00,-1,606,ATL,ORD
2001-02-28 10:30:00,-19,235,DTW,ORD
2001-02-28 11:15:00,12,405,MDW,MCI
2001-02-28 11:36:00,7,440,STL,DTW
2001-02-28 13:08:00,3,892,STL,JFK
2001-02-28 14:29:00,10,1379,IAH,LAX
2001-02-28 14:56:00,-7,612,DCA,ORD
2001-02-28 15:15:00,24,313,MCI,OKC
2001-02-28 15:31:00,53,256,PHX,LAS
2001-02-28 17:10:00,20,687,HOU,STL
2001-02-28 17:27:00,21,1124,BOS,MSP
2001-02-28 18:05:00,19,261,ANC,FAI
2001-02-28 19:39:00,6,1097,MIA,LGA
2001-03-01 06:21:00,-2,1121,DFW,MIA
2001-03-01 06:27:00,-6,594,MDT,ORD
2001-03-01 06:30:00,10,189,DAL,AUS
2001-03-01 06:56:00,-3,237,MCI,STL
2001-03-01 07:25:00,-15,612,ORD,DCA
2001-03-01 07:50:00,-4,254,STL,SDF
2001-03-01 08:03:00,4,1324,PHL,IAH
2001-03-01 10:34:00,14,997,TPA,MDW
2001-03-01 10:45:00,-10,787,BWI,MCO
2001-03-01 11:00:00,-10,487,EWR,DTW
2001-03-01 13:30:00,3,279,GEG,PDX
2001-03-01 15:52:00,5,257,PHL,ROC
2001-03-01 16:42:00,-9,762,MEM,DCA
2001-03-01 18:07:00,-12,240,ORD,DAY
2001-03-01 18:12:00,7,299,DSM,ORD
2001-03-01 19:04:00,146,1024,EWR,PBI
2001-03-01 19:11:00,23,328,PHX,ABQ
2001-03-01 19:42:00,109,834,LAX,PDX
2001-03-01 21:27:00,55,595,ATL,MIA
2001-03-01 22:13:00,20,1416,IAH,LGA
2001-03-02 06:42:00,-10,1726,SNA,ORD
2001-03-02 07:00:00,-15,1092,MCI,EWR
2001-03-02 07:07:00,14,998,TPA,EWR
2001-03-02 07:39:00,-19,1400,IAH,EWR
2001-03-02 07:40:00,36,719,EWR,ORD
2001-03-02 08:24:00,15,1053,SYR,MCO
2001-03-02 09:00:00,8,308,SJC,LAX
2001-03-02 12:35:00,13,480,SAN,SMF
2001-03-02 12:37:00,55,1034,SRQ,EWR
2001-03-02 13:21:00,2,733,SDF,DFW
2001-03-02 14:48:00,-17,872,AUS,PHX
2001-03-02 17:07:00,2,229,DTW,MDW
2001-03-02 17:31:00,16,892,JFK,STL
2001-03-02 17:52:00,-8,813,STL,PHL
2001-03-02 18:06:00,-16,454,BTV,PIT
2001-03-02 18:40:00,-14,888,JAN,BWI
2001-03-02 20:29:00,19,214,DCA,LGA
2001-03-03 00:57:00,-5,1399,SEA,MSP
2001-03-03 06:29:00,5,347,ELP,PHX
2001-03-03 07:10:00,-12,236,LAS,LAX
2001-03-03 07:48:00,46,151,HSV,ATL
2001-03-03 07:54:00,-14,383,BTR,DFW
2001-03-03 08:03:00,1,692,ATL,MCI
2001-03-03 10:18:00,-5,387,LAS,SJC
2001-03-03 10:28:00,-19,337,LAX,SFO
2001-03-03 11:59:00,-19,185,BOS,LGA
2001-03-03 13:32:00,-4,261,ANC,FAI
2001-03-03 14:03:00,-11,981,ABQ,MSP
2001-03-03 14:30:00,-4,370,PHX,LAX
2001-03-03 15:45:00,18,1044,PHX,MCI
2001-03-03 17:14:00,-12,1736,STL,SFO
2001-03-03 17:18:00,23,634,MEM,RDU
2001-03-03 17:32:00,-1,89,DFW,ACT
2001-03-03 17:55:00,-3,667,RDU,STL
2001-03-03 18:47:00,3,576,BWI,ATL
2001-03-03 20:29:00,-10,109,SAN,LAX
2001-03-03 21:30:00,102,468,BOS,ORF
2001-03-03 21:54:00,2,484,ATL,STL
2001-03-03 23:25:00,9,2416,HNL,SJC
2001-03-04 06:25:00,3,399,SEA,BOI
2001-03-04 07:01:00,-5,528,MSP,DTW
2001-03-04 07:38:00,-10,1222,IAH,LAS
2001-03-04 08:45:00,-10,313,OKC,MCI
2001-03-04 08:58:00,-8,314,CLE,BWI
2001-03-04 10:13:00,30,967,DEN,SFO
2001-03-04 10:19:00,8,678,ORD,PHL
2001-03-04 11:09:00,12,606,ORD,ATL
2001-03-04 11:54:00,0,1674,BOS,SJU
2001-03-04 12:47:00,21,992,PHL,FLL
2001-03-04 13:55:00,-13,491,MEM,ORD
2001-03-04 14:02:00,21,413,IAD,BOS
2001-03-04 15:50:00,11,587,BNA,BWI
2001-03-04 17:18:00,39,325,ONT,PHX
2001-03-04 18:02:00,-6,351,LFT,DFW
2001-03-04 19:44:00,-15,1515,ORD,LAS
2001-03-04 20:20:00,57,589,SLC,OAK
2001-03-04 20:48:00,11,1009,IAH,PHX
2001-03-04 21:03:00,7,324,DAL,AMA
2001-03-04 21:03:00,9,529,DTW,ORF
2001-03-04 21:17:00,23,296,STL,LIT
2001-03-05 06:41:00,-11,412,ORD,PIT
2001-03-05 06:45:00,-3,319,MAF,DAL
2001-03-05 07:41:00,-14,338,PHX,SNA
2001-03-05 07:58:00,-22,967,SFO,DEN
2001-03-05 08:23:00,-2,491,MEM,ORD
2001-03-05 10:36:00,-6,930,RSW,CMH
2001-03-05 12:15:00,1,689,SEA,SLC
2001-03-05 12:18:00,73,196,BDL,PHL
2001-03-05 14:30:00,28,332,ABQ,MAF
2001-03-05 15:02:00,-7,1825,PDX,IAH
2001-03-05 17:00:00,5,1399,MSP,SEA
2001-03-05 17:25:00,9,868,DFW,PHX
2001-03-05 17:31:00,1,310,DCA,CLE
2001-03-05 17:39:00,-10,488,CLT,PNS
2001-03-05 17:59:00,-14,588,SNA,SLC
2001-03-05 18:10:00,-18,802,ORD,DFW
2001-03-05 18:50:00,82,925,IAH,ORD
2001-03-05 19:05:00,-6,387,SJC,LAS
2001-03-05 20:00:00,-3,802,DFW,ORD
2001-03-05 20:35:00,25,308,SJC,LAX
2001-03-05 20:55:00,22,605,SMF,SEA
2001-03-06 05:54:00,0,164,CLL,DFW
2001-03-06 06:20:00,0,843,SAT,PHX
2001-03-06 06:44:00,5,920,MIA,DCA
2001-03-06 07:14:00,-4,543,PDX,OAK
2001-03-06 07:29:00,2,259,CHS,ATL
2001-03-06 07:39:00,-13,1726,SNA,ORD
2001-03-06 08:08:00,-13,228,SJT,DFW
2001-03-06 08:30:00,-13,687,STL,HOU
2001-03-06 08:35:00,-2,888,JAN,BWI
2001-03-06 09:39:00,-21,629,MCI,DTW
2001-03-06 10:10:00,-18,1107,PHX,SEA
2001-03-06 11:46:00,-5,256,PHX,LAS
2001-03-06 12:08:00,15,1587,ATL,PHX
2001-03-06 12:36:00,19,89,LAX,SBA
2001-03-06 13:17:00,-4,235,ORD,DTW
2001-03-06 14:44:00,14,155,LAX,SBP
2001-03-06 15:00:00,2,362,OAK,ONT
2001-03-06 15:40:00,-7,2133,PHX,EWR
2001-03-06 17:38:00,-3,305,IAH,MSY
2001-03-06 18:49:00,0,410,CMH,STL
2001-03-06 19:47:00,-8,813,ATL,AUS
2001-03-06 19:57:00,0,256,PHX,LAS
2001-03-06 20:34:00,-9,189,RNO,SJC
2001-03-06 20:40:00,-2,303,HOU,MSY
2001-03-06 20:54:00,11,569,DFW,ABQ
2001-03-06 21:21:00,4,256,PHX,LAS
2001-03-06 22:23:00,-4,1055,DFW,LAS
2001-03-06 22:33:00,2,269,ELP,TUS
2001-03-07 05:56:00,1,700,MEM,MSP
2001-03-07 06:35:00,-1,215,LSE,ORD
2001-03-07 06:55:00,-3,196,PHL,BDL
2001-03-07 07:03:00,-14,235,ORD,DTW
2001-03-07 07:16:00,-8,342,SJC,SNA
2001-03-07 08:08:00,0,646,ALB,CLT
2001-03-07 08:32:00,1,413,IAD,BOS
2001-03-07 08:40:00,25,2182,SEA,ATL
2001-03-07 08:43:00,23,1017,RSW,DFW
2001-03-07 09:15:00,-2,395,BNA,MDW
2001-03-07 09:15:00,-5,1389,DFW,LGA
2001-03-07 10:10:00,-7,481,ATL,RIC
2001-03-07 11:01:00,-28,938,EWR,MCO
2001-03-07 12:25:00,-15,501,RDU,DTW
2001-03-07 12:47:00,-12,1024,PBI,EWR
2001-03-07 13:28:00,12,692,ATL,MCI
2001-03-07 13:35:00,-14,744,ABQ,IAH
2001-03-07 13:39:00,-7,190,SHV,DFW
2001-03-07 15:01:00,-7,231,DTW,IND
2001-03-07 16:38:00,-8,395,OKC,IAH
2001-03-07 17:19:00,1,190,DFW,AUS
2001-03-07 17:22:00,-1,1024,SEA,DEN
2001-03-07 17:29:00,-11,259,CHS,ATL
2001-03-07 18:17:00,0,496,BOS,PIT
2001-03-07 18:35:00,-4,446,OAK,SAN
2001-03-07 19:05:00,0,491,BNA,MCI
2001-03-07 19:24:00,10,251,MDW,STL
2001-03-07 19:25:00,-4,719,EWR,ORD
2001-03-07 20:37:00,35,347,ELP,PHX
2001-03-07 21:13:00,12,1619,MEM,LAX
2001-03-07 22:45:00,-13,762,LAS,PDX
2001-03-08 06:24:00,2,950,LGA,MCO
2001-03-08 06:50:00,12,334,SJC,ONT
2001-03-08 06:55:00,-14,377,BWI,MHT
2001-03-08 06:57:00,-5,762,IND,DFW
2001-03-08 07:02:00,-12,1145,DTW,MIA
2001-03-08 08:07:00,13,1745,LAX,ORD
2001-03-08 08:17:00,-18,98,MBS,DTW
2001-03-08 08:56:00,-4,812,CVG,DFW
2001-03-08 09:14:00,1,2161,CLE,SFO
2001-03-08 11:12:00,4,100,OGG,HNL
2001-03-08 13:22:00,13,984,DFW,MCO
2001-03-08 13:29:00,12,305,IAH,MSY
2001-03-08 13:46:00,18,547,CLT,SRQ
2001-03-08 14:16:00,-6,654,ORD,ABE
2001-03-08 15:03:00,159,526,PIT,ATL
2001-03-08 16:57:00,-28,1515,ORD,LAS
2001-03-08 18:17:00,16,634,JAX,DCA
2001-03-08 18:47:00,73,334,MSP,ORD
2001-03-08 19:19:00,-7,228,DFW,FSM
2001-03-08 20:38:00,119,868,PHX,DFW
2001-03-08 21:10:00,22,984,DFW,MCO
2001-03-08 21:45:00,-8,1172,IAD,DFW
2001-03-08 21:50:00,12,328,ABQ,PHX
2001-03-08 22:44:00,8,1946,LAX,ATL
2001-03-09 08:41:00,44,184,JFK,BWI
2001-03-09 09:08:00,-14,1041,ORD,SAT
2001-03-09 09:10:00,-24,1515,ORD,LAS
2001-03-09 09:40:00,21,589,IAD,ORD
2001-03-09 09:53:00,-12,590,DSM,DEN
2001-03-09 09:58:00,-4,334,MSP,ORD
2001-03-09 10:02:00,-15,116,BMI,ORD
2001-03-09 10:15:00,15,308,SJC,LAX
2001-03-09 12:15:00,0,478,MCO,BHM
2001-03-09 13:05:00,25,323,BHM,SDF
2001-03-09 13:15:00,-15,1608,SJU,EWR
2001-03-09 14:10:00,22,587,PHL,IND
2001-03-09 14:29:00,55,1055,LAS,DFW
2001-03-09 14:39:00,-6,432,DFW,MEM
2001-03-09 14:54:00,53,109,LAX,BFL
2001-03-09 15:15:00,0,853,MCO,IAH
2001-03-09 16:04:00,2,1085,AUS,SLC
2001-03-09 16:06:00,-11,374,SYR,DTW
2001-03-09 17:21:00,-10,341,ATL,JAN
2001-03-09 17:35:00,-3,928,AUS,TPA
2001-03-09 18:42:00,-2,432,OKC,MEM
2001-03-09 21:03:00,-15,193,MCO,MIA
2001-03-09 21:03:00,57,187,BOS,JFK
2001-03-09 23:12:00,-5,584,ELP,LAS
2001-03-10 00:16:00,1,1464,SFO,DFW
2001-03-10 00:42:00,-5,1235,LAX,DFW
2001-03-10 06:20:00,-4,472,OMA,DEN
2001-03-10 06:27:00,18,370,BWI,BOS
2001-03-10 06:45:00,-5,162,MDW,IND
2001-03-10 06:53:00,-4,468,MCO,CLT
2001-03-10 07:28:00,12,2585,MIA,SFO
2001-03-10 09:57:00,-10,1836,OAK,ORD
2001-03-10 10:47:00,13,1011,LGA,TPA
2001-03-10 11:29:00,12,1021,MIA,IND
2001-03-10 11:49:00,12,991,DEN,PDX
2001-03-10 12:00:00,-9,1515,LAS,ORD
2001-03-10 14:50:00,9,587,TPA,RDU
2001-03-10 17:30:00,-2,397,SMF,LAS
2001-03-10 18:04:00,4,3711,OGG,DFW
2001-03-10 18:10:00,-3,148,HOU,AUS
2001-03-10 19:10:00,-4,255,BWI,RDU
2001-03-10 19:50:00,5,365,TUS,LAS
2001-03-10 22:06:00,0,532,SLC,SMF
2001-03-10 22:29:00,10,190,DFW,AUS
2001-03-10 22:29:00,-7,247,DFW,SAT
2001-03-11 05:31:00,1,137,GRR,ORD
2001-03-11 07:17:00,-8,1045,MIA,SJU
2001-03-11 07:50:00,-19,1448,PHX,BNA
2001-03-11 08:27:00,-3,1041,ORD,SAT
2001-03-11 08:44:00,-4,513,CVG,LIT
2001-03-11 08:55:00,-5,308,SJC,LAX
2001-03-11 09:05:00,-3,192,HOU,SAT
2001-03-11 09:51:00,4,318,MKE,CVG
2001-03-11 10:23:00,86,1389,LGA,DFW
2001-03-11 11:42:00,44,337,LAX,OAK
2001-03-11 11:46:00,18,1117,PIT,IAH
2001-03-11 12:11:00,9,1736,SFO,STL
2001-03-11 12:59:00,-30,733,ORD,LGA
2001-03-11 13:05:00,22,671,OAK,SEA
2001-03-11 13:17:00,-8,998,MSY,BWI
2001-03-11 13:20:00,0,1813,PHX,PIT
2001-03-11 15:18:00,-8,786,SAT,STL
2001-03-11 16:24:00,-16,447,SAN,SFO
2001-03-11 17:30:00,13,390,LAX,RNO
2001-03-11 17:31:00,-15,326,BUR,SFO
2001-03-11 17:37:00,1,787,BWI,MCO
2001-03-11 18:16:00,20,370,STL,LNK
2001-03-11 19:20:00,-6,935,TUL,PHX
2001-03-11 19:20:00,14,1076,LGA,FLL
2001-03-11 19:36:00,-4,256,CVG,PIT
2001-03-11 19:48:00,45,1097,MIA,LGA
2001-03-11 19:56:00,1,308,LAX,SJC
2001-03-11 20:59:00,15,1609,IAH,SMF
2001-03-11 21:22:00,6,313,OKC,MCI
2001-03-11 22:10:00,5,308,SJC,LAX
2001-03-11 22:47:00,-2,2053,LAX,CLE
2001-03-12 06:40:00,1,1750,DTW,LAS
2001-03-12 07:53:00,0,267,LAX,MRY
2001-03-12 09:20:00,5,583,DFW,OMA
2001-03-12 09:39:00,130,303,MSY,HOU
2001-03-12 11:02:00,2,783,BDL,ORD
2001-03-12 11:59:00,32,1426,MSP,PDX
2001-03-12 12:59:00,14,966,RSW,PIT
2001-03-12 15:11:00,-20,2704,BOS,SFO
2001-03-12 17:05:00,6,237,STL,MCI
2001-03-12 17:45:00,50,1671,ORD,RNO
2001-03-12 17:54:00,16,215,PIT,DAY
2001-03-12 18:10:00,-4,108,PVD,ISP
2001-03-12 18:54:00,-4,221,CVG,CLE
2001-03-12 20:16:00,-11,110,PSP,LAX
2001-03-12 21:33:00,-1,881,STL,MCO
2001-03-13 06:28:00,-5,495,OKC,DEN
2001-03-13 07:06:00,6,515,RSW,ATL
2001-03-13 07:28:00,18,481,RIC,ATL
2001-03-13 09:21:00,49,200,BOS,EWR
2001-03-13 11:25:00,-4,152,DEN,GUC
2001-03-13 12:04:00,6,1249,ORD,SLC
2001-03-13 12:05:00,7,347,PHX,ELP
2001-03-13 12:10:00,-5,1576,PHL,SJU
2001-03-13 13:10:00,-9,1012,ORD,TPA
2001-03-13 13:36:00,-4,592,COS,DFW
2001-03-13 13:41:00,24,1372,EWR,DFW
2001-03-13 14:00:00,0,341,JAN,ATL
2001-03-13 16:25:00,37,2072,SJU,ORD
2001-03-13 16:55:00,10,324,DAL,AMA
2001-03-13 17:30:00,-14,742,PHL,JAX
2001-03-13 17:53:00,8,759,HOU,ABQ
2001-03-13 17:55:00,20,573,ROC,CLT
2001-03-13 18:47:00,-3,784,STL,ORF
2001-03-13 18:50:00,4,181,OAK,RNO
2001-03-13 19:56:00,-4,602,PHX,DEN
2001-03-14 07:57:00,2,733,LGA,ORD
2001-03-14 08:25:00,-12,229,MDW,DTW
2001-03-14 08:45:00,-17,737,STL,BWI
2001-03-14 09:00:00,0,256,PHX,LAS
2001-03-14 09:06:00,13,508,GSP,DTW
2001-03-14 09:21:00,3,539,CVG,MCI
2001-03-14 10:39:00,-9,236,LAX,LAS
2001-03-14 11:25:00,21,689,SLC,SEA
2001-03-14 11:39:00,11,550,STL,DFW
2001-03-14 11:40:00,7,297,SJC,BUR
2001-03-14 12:53:00,-13,550,DFW,STL
2001-03-14 12:56:00,8,410,CMH,STL
2001-03-14 12:59:00,1,1078,CVG,COS
2001-03-14 13:00:00,15,321,SDF,ATL
2001-03-14 13:19:00,-5,674,MIA,MSY
2001-03-14 14:32:00,56,337,OAK,LAX
2001-03-14 16:34:00,-6,282,OMA,MSP
2001-03-14 17:10:00,15,1391,JFK,DFW
2001-03-14 17:14:00,-7,600,CLT,RSW
2001-03-14 19:03:00,7,98,MBS,DTW
2001-03-14 19:27:00,-2,351,TUL,STL
2001-03-14 19:56:00,7,742,PHL,JAX
2001-03-14 20:08:00,-9,184,BWI,JFK
2001-03-14 20:38:00,-10,321,IAD,CLT
2001-03-14 20:43:00,-3,356,ATL,RDU
2001-03-14 20:45:00,-6,342,SNA,SJC
2001-03-14 21:30:00,-8,273,ORD,EVV
2001-03-14 22:38:00,-1,164,DFW,CLL
2001-03-15 06:12:00,-10,599,SFO,SLC
2001-03-15 06:57:00,21,2565,SFO,EWR
2001-03-15 08:25:00,-13,1107,SEA,PHX
2001-03-15 08:34:00,33,453,LIT,ATL
2001-03-15 10:23:00,3,533,ATL,IAD
2001-03-15 10:36:00,15,341,JAN,ATL
2001-03-15 12:50:00,62,247,DFW,SAT
2001-03-15 13:00:00,-8,892,STL,JFK
