flight_date,origin_state,phase_of_flight,wildlife_size,wildlife_species,time_of_day,cost_other,cost_repair,cost_total,speed_ias_in_knots
1996-06-20,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,200.0
1996-06-22,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,120.0
1996-06-24,California,Approach,Small,Unknown bird - small,Day,0,0,0,135.0
1996-06-24,New York,Climb,Small,Laughing gull,Day,0,0,0,140.0
1996-06-25,Pennsylvania,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0
1996-06-25,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,110.0
1996-06-26,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,130.0
1996-06-26,New Jersey,Take-off run,Medium,Mallard,Day,0,0,0,140.0
1996-06-26,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-06-26,Texas,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,140.0
1996-06-26,Illinois,Take-off run,Small,American robin,Day,0,0,0,140.0
1996-06-27,Illinois,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-06-28,Texas,Landing Roll,Large,Unknown bird - large,Day,0,0,0,100.0
1996-06-29,Florida,Take-off run,Large,White-tailed deer,Day,0,0,0,140.0
1996-06-29,Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-06-29,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-06-30,Michigan,Climb,Large,Unknown bird - large,Day,0,0,0,149.0
1996-07-01,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,100.0
1996-07-02,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,130.0
1996-07-02,Washington,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-07-02,DC,Approach,Small,Unknown bird - small,Day,0,0,0,125.0
1996-07-04,New Jersey,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-07-04,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,130.0
1996-07-04,New Jersey,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,140.0
1996-07-06,Florida,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0
1996-07-08,Tennessee,Take-off run,Small,American kestrel,Day,0,0,0,155.0
1996-07-09,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,120.0
1996-07-10,North Carolina,Take-off run,Large,Canada goose,Dusk,0,0,0,90.0
1996-07-10,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,150.0
1996-07-10,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-07-11,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-07-11,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0
1996-07-12,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-07-12,California,Approach,Small,Unknown bird - small,Day,0,0,0,130.0
1996-07-12,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,145.0
1996-07-12,Louisiana,Climb,Small,Barn swallow,Day,0,0,0,120.0
1996-07-12,Tennessee,Take-off run,Small,Killdeer,Day,0,0,0,130.0
1996-07-13,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1996-07-14,California,Approach,Small,Western meadowlark,Day,0,0,0,135.0
1996-07-15,Illinois,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-07-15,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,150.0
1996-07-16,Massachusetts,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-07-16,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,110.0
1996-07-16,California,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,100.0
1996-07-17,Utah,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,140.0
1996-07-17,Hawaii,Landing Roll,Small,Unknown bird - small,Night,0,0,0,140.0
1996-07-18,Illinois,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0
1996-07-19,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,160.0
1996-07-19,California,Approach,Small,European starling,Day,0,0,0,140.0
1996-07-19,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
1996-07-20,Tennessee,Approach,Small,Mourning dove,Day,0,0,0,140.0
1996-07-20,Illinois,Climb,Small,Rock pigeon,Day,0,0,0,120.0
1996-07-21,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,135.0
1996-07-22,Missouri,Approach,Small,European starling,Day,0,0,0,125.0
1996-07-22,Kentucky,Landing Roll,Small,Mourning dove,Day,0,0,0,110.0
1996-07-22,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,145.0
1996-07-22,DC,Take-off run,Small,Killdeer,Day,0,0,0,120.0
1996-07-22,Louisiana,Landing Roll,Small,Unknown bird - small,Night,0,0,0,140.0
1996-07-23,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-07-23,Kentucky,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-07-23,California,Climb,Small,Horned lark,Day,0,0,0,180.0
1996-07-24,Missouri,Approach,Medium,Unknown bird - medium,Day,0,0,0,170.0
1996-07-24,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,128.0
1996-07-25,Colorado,Take-off run,Large,Unknown bird - large,Day,0,0,0,140.0
1996-07-25,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1996-07-26,South Carolina,Approach,Medium,Unknown bird - medium,Day,0,0,0,115.0
1996-07-26,Massachusetts,Approach,Small,European starling,Day,0,0,0,140.0
1996-07-26,Pennsylvania,Climb,Small,Unknown bird - small,Day,0,0,0,150.0
1996-07-27,Colorado,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,150.0
1996-07-27,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0
1996-07-28,North Carolina,Approach,Medium,Unknown bird - medium,Night,0,0,0,135.0
1996-07-28,Kentucky,Landing Roll,Small,Mourning dove,Day,0,0,0,140.0
1996-07-28,Kentucky,Take-off run,Small,American kestrel,Day,0,0,0,140.0
1996-07-28,Louisiana,Take-off run,Small,Mourning dove,Day,0,0,0,140.0
1996-07-29,Utah,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-07-29,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
1996-07-29,Pennsylvania,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100.0
1996-07-30,California,Landing Roll,Medium,American crow,Day,0,0,0,120.0
1996-07-30,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-07-30,Georgia,Approach,Medium,Red-tailed hawk,Day,0,0,0,130.0
1996-07-30,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,150.0
1996-07-30,Colorado,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-07-30,Washington,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-07-30,New York,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-07-30,Illinois,Landing Roll,Small,Barn swallow,Day,0,0,0,180.0
1996-07-30,Illinois,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0
1996-07-30,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,120.0
1996-07-31,Ohio,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,115.0
1996-07-31,Louisiana,Take-off run,Small,Mourning dove,Day,0,0,0,110.0
1996-08-01,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,5987,5987,110.0
1996-08-01,Illinois,Landing Roll,Small,European starling,Day,0,0,0,100.0
1996-08-01,California,Take-off run,Small,Rock pigeon,Day,0,0,0,120.0
1996-08-02,Missouri,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-08-02,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,110.0
1996-08-02,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,140.0
1996-08-03,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-08-03,Illinois,Landing Roll,Small,American kestrel,Day,0,0,0,140.0
1996-08-04,Arizona,Climb,Large,Unknown bird - large,Day,0,0,0,250.0
1996-08-04,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-08-04,Louisiana,Approach,Small,Blackbirds,Day,0,0,0,140.0
1996-08-04,California,Take-off run,Small,Rock pigeon,Day,0,0,0,140.0
1996-08-04,Louisiana,Approach,Small,Unknown bird - small,Dusk,0,0,0,130.0
1996-08-05,California,Take-off run,Large,Coyote,Day,0,0,0,140.0
1996-08-05,Colorado,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1996-08-06,Utah,Climb,Small,Unknown bird - small,Day,0,0,0,140.0
1996-08-07,Missouri,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-08-07,Texas,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,140.0
1996-08-07,Utah,Climb,Small,Unknown bird - small,Day,0,0,0,160.0
1996-08-08,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,110.0
1996-08-08,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,125.0
1996-08-08,Washington,Descent,Medium,Unknown bird - medium,Night,0,0,0,140.0
1996-08-08,New Jersey,Climb,Small,Eastern meadowlark,Dawn,0,0,0,115.0
1996-08-08,Missouri,Approach,Small,Mourning dove,Day,0,0,0,200.0
1996-08-08,North Carolina,Climb,Small,Unknown bird - small,Day,0,0,0,180.0
1996-08-08,Utah,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0
1996-08-08,South Carolina,Approach,Small,Unknown bird - small,Night,297,0,297,130.0
1996-08-09,New Jersey,Climb,Medium,Unknown bird - medium,Day,0,0,0,170.0
1996-08-09,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,130.0
1996-08-10,Missouri,Take-off run,Small,European starling,Day,0,0,0,150.0
1996-08-10,Missouri,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0
1996-08-11,Georgia,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-08-11,New York,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1996-08-11,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1996-08-12,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,135.0
1996-08-12,New Jersey,Take-off run,Medium,Unknown bird or bat,Night,0,0,0,130.0
1996-08-12,Massachusetts,Approach,Small,European starling,Day,0,0,0,140.0
1996-08-12,Washington,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1996-08-12,Oregon,Landing Roll,Small,American kestrel,Day,0,0,0,110.0
1996-08-12,California,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0
1996-08-13,Georgia,Climb,Medium,Unknown bird - medium,Day,0,0,0,320.0
1996-08-13,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,120.0
1996-08-13,North Carolina,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
1996-08-13,New York,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0
1996-08-14,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,132.0
1996-08-15,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0
1996-08-16,Illinois,Take-off run,Large,Great blue heron,Dusk,0,0,0,120.0
1996-08-16,North Carolina,Approach,Small,European starling,Day,0,0,0,145.0
1996-08-16,Texas,Approach,Small,Mourning dove,Day,0,0,0,135.0
1996-08-16,North Carolina,Climb,Small,European starling,Day,0,0,0,150.0
1996-08-16,Illinois,Take-off run,Small,Unknown bird - small,Day,0,0,0,148.0
1996-08-17,New Jersey,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,130.0
1996-08-18,Pennsylvania,Climb,Large,Canada goose,Day,0,0,0,135.0
1996-08-18,Oregon,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1996-08-18,DC,Climb,Small,European starling,Day,0,0,0,180.0
1996-08-19,New York,Approach,Small,Mourning dove,Day,0,0,0,140.0
1996-08-19,California,Landing Roll,Small,Rock pigeon,Day,0,0,0,140.0
1996-08-19,Oregon,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0
1996-08-19,Nebraska,Take-off run,Small,American robin,Day,0,0,0,140.0
1996-08-20,Louisiana,Climb,Medium,Unknown bird or bat,Day,0,0,0,165.0
1996-08-20,North Carolina,Landing Roll,Small,Mourning dove,Day,0,0,0,140.0
1996-08-21,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,120.0
1996-08-21,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1996-08-21,Louisiana,Landing Roll,Small,Barn owl,Night,0,0,0,140.0
1996-08-22,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,120.0
1996-08-22,Tennessee,Take-off run,Small,Eastern meadowlark,Day,0,0,0,150.0
1996-08-23,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,90.0
1996-08-24,Texas,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-08-24,Pennsylvania,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,110.0
1996-08-25,North Carolina,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,110.0
1996-08-25,Colorado,Take-off run,Small,Unknown bird - small,Day,0,0,0,140.0
1996-08-26,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,165.0
1996-08-26,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,135.0
1996-08-27,Washington,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-08-27,Illinois,Approach,Small,Unknown bird - small,Dawn,0,0,0,120.0
1996-08-28,Texas,Climb,Medium,Unknown bird - medium,Dusk,0,0,0,140.0
1996-08-29,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-08-29,Arizona,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-08-29,Florida,Descent,Medium,Unknown bird - medium,Day,0,0,0,250.0
1996-08-29,California,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,100.0
1996-08-29,Texas,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,140.0
1996-08-30,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-08-30,California,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-08-30,Florida,Approach,Medium,Unknown bird - medium,Night,0,0,0,210.0
1996-08-30,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1996-08-30,North Carolina,Climb,Small,Unknown bird - small,Day,0,0,0,160.0
1996-08-30,New York,Take-off run,Small,Rock pigeon,Day,0,0,0,125.0
1996-08-31,Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,120.0
1996-08-31,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,90.0
1996-08-31,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,120.0
1996-09-01,Pennsylvania,Climb,Medium,Unknown bird - medium,Day,0,0,0,180.0
1996-09-01,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1996-09-01,Washington,Approach,Small,Unknown bird - small,Day,0,0,0,170.0
1996-09-01,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,160.0
1996-09-02,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
1996-09-02,Washington,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1996-09-02,Ohio,Descent,Small,Unknown bird - small,Day,0,0,0,250.0
1996-09-04,New Jersey,Take-off run,Large,Unknown bird - large,Night,11405,167059,178464,120.0
1996-09-04,Florida,Climb,Large,Unknown bird - large,Night,0,0,0,210.0
1996-09-04,Texas,Take-off run,Medium,Unknown bird - medium,Dawn,0,0,0,100.0
1996-09-04,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0
1996-09-04,California,Take-off run,Small,Rock pigeon,Day,0,0,0,140.0
1996-09-04,Colorado,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1996-09-04,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,210.0
1996-09-05,Louisiana,Climb,Small,Eastern meadowlark,Day,0,0,0,160.0
1996-09-06,Massachusetts,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,133.0
1996-09-07,Indiana,Approach,Large,Unknown bird - large,Night,0,0,0,132.0
1996-09-07,New Jersey,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,140.0
1996-09-07,Missouri,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-09-08,California,Approach,Large,Unknown bird - large,Night,0,0,0,80.0
1996-09-09,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-09-09,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0
1996-09-09,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,230.0
1996-09-10,New York,Climb,Large,Unknown bird - large,Day,0,0,0,140.0
1996-09-10,Tennessee,Descent,Medium,Unknown bird - medium,Day,0,0,0,170.0
1996-09-10,Minnesota,Approach,Medium,Unknown bird - medium,Night,0,0,0,200.0
1996-09-10,Georgia,Approach,Small,Unknown bird - small,Day,0,0,0,140.0
1996-09-10,California,Landing Roll,Small,Rock pigeon,Day,0,0,0,100.0
1996-09-10,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
1996-09-10,New Jersey,Approach,Small,Unknown bird - small,Night,0,0,0,180.0
1996-09-11,Texas,Take-off run,Large,Unknown bird - large,Day,0,0,0,160.0
1996-09-11,North Carolina,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
1996-09-11,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,6443,6443,200.0
1996-09-11,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,210.0
1996-09-11,Texas,Descent,Small,Unknown bird - small,Day,0,0,0,140.0
1996-09-11,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,135.0
1996-09-12,Missouri,Climb,Large,Canada goose,Dusk,0,0,0,200.0
1996-09-12,Missouri,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,120.0
1996-09-12,Illinois,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,80.0
1996-09-12,New York,Landing Roll,Small,American kestrel,Day,0,0,0,140.0
1996-09-12,Tennessee,Landing Roll,Small,Killdeer,Day,0,0,0,100.0
1996-09-12,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,125.0
1996-09-12,Ohio,Approach,Small,Unknown bird - small,Night,0,0,0,170.0
1996-09-13,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1996-09-14,Kentucky,Landing Roll,Medium,Unknown bird - medium,Dusk,0,0,0,128.0
1996-09-14,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,120.0
1996-09-15,DC,Climb,Large,Unknown bird - large,Day,0,0,0,140.0
1996-09-15,South Carolina,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,150.0
1996-09-15,Illinois,Approach,Small,European starling,Day,0,0,0,132.0
1996-09-15,Hawaii,Climb,Small,Unknown bird - small,Day,0,0,0,165.0
1996-09-15,New Jersey,Landing Roll,Small,American kestrel,Day,0,0,0,140.0
1996-09-15,DC,Climb,Small,Unknown bird - small,Dusk,0,0,0,170.0
1996-09-15,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1996-09-16,California,Approach,Small,Unknown bird - small,Night,0,0,0,140.0
1996-09-17,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,190.0
1996-09-18,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,220.0
1996-09-18,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,130.0
1996-09-19,Pennsylvania,Descent,Large,Unknown bird - large,Night,0,0,0,250.0
1996-09-19,Illinois,Approach,Large,Unknown bird - large,Night,0,0,0,150.0
1996-09-19,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0
1996-09-19,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,100.0
1996-09-19,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1996-09-19,North Carolina,Approach,Medium,Unknown bird - medium,Night,0,0,0,200.0
1996-09-19,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,200.0
1996-09-19,New Jersey,Climb,Small,Unknown bird - small,Day,0,0,0,140.0
1996-09-19,Utah,Take-off run,Small,Unknown bird - small,Dusk,0,0,0,140.0
1996-09-19,New York,Climb,Small,Unknown bird - small,Night,0,0,0,175.0
1996-09-20,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-09-20,New Jersey,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0
1996-09-20,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1996-09-20,Tennessee,Climb,Small,Unknown bird - small,Day,0,0,0,220.0
1996-09-20,New York,Take-off run,Small,American kestrel,Day,0,0,0,140.0
1996-09-21,Utah,Climb,Medium,Unknown bird - medium,Night,0,0,0,140.0
1996-09-21,New York,Climb,Medium,Unknown bird - medium,Night,0,0,0,200.0
1996-09-21,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,170.0
1996-09-22,Utah,Climb,Large,Unknown bird - large,Night,0,0,0,250.0
1996-09-22,Missouri,Approach,Medium,Unknown bird - medium,Day,0,0,0,150.0
1996-09-22,Hawaii,Landing Roll,Small,Barn owl,Dawn,0,0,0,140.0
1996-09-22,Hawaii,Approach,Small,Pacific golden-plover,Day,0,0,0,120.0
1996-09-23,New Jersey,Approach,Medium,Unknown bird - medium,Day,0,0,0,170.0
1996-09-23,Oregon,Approach,Medium,Red-tailed hawk,Day,0,0,0,140.0
1996-09-23,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,170.0
1996-09-24,Minnesota,Climb,Medium,Unknown bird - medium,Night,0,0,0,190.0
1996-09-25,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
1996-09-25,North Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,145.0
1996-09-25,Tennessee,Climb,Small,European starling,Day,0,0,0,155.0
1996-09-26,Nebraska,Climb,Medium,Unknown bird - medium,Day,0,0,0,200.0
1996-09-26,New York,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-09-26,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0
1996-09-26,Hawaii,Landing Roll,Small,Pacific golden-plover,Dusk,0,0,0,140.0
1996-09-27,California,Landing Roll,Large,Turkey vulture,Day,0,0,0,80.0
1996-09-27,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-09-27,Kentucky,Climb,Small,European starling,Day,0,0,0,150.0
1996-09-28,Hawaii,Approach,Medium,Unknown bird or bat,Day,0,0,0,140.0
1996-09-28,South Carolina,Climb,Medium,Unknown bird or bat,Day,0,0,0,180.0
1996-09-28,California,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-09-28,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,215.0
1996-09-29,Washington,Approach,Medium,Unknown bird - medium,Day,0,0,0,130.0
1996-09-29,Colorado,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-09-29,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0
1996-09-29,Oregon,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0
1996-09-30,New Jersey,Approach,Large,Unknown bird - large,Night,0,0,0,250.0
1996-09-30,Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,120.0
1996-09-30,Florida,Climb,Medium,Unknown bird - medium,Day,0,0,0,160.0
1996-09-30,California,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-09-30,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100.0
1996-09-30,Kentucky,Climb,Small,European starling,Dusk,0,0,0,140.0
1996-10-01,North Carolina,Descent,Medium,Unknown bird - medium,Day,0,0,0,160.0
1996-10-01,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,80.0
1996-10-01,Oregon,Descent,Medium,Unknown bird - medium,Night,0,0,0,250.0
1996-10-01,California,Climb,Small,Unknown bird - small,Night,0,0,0,250.0
1996-10-02,Texas,Climb,Large,Unknown bird - large,Day,0,0,0,210.0
1996-10-02,Oklahoma,Approach,Medium,Unknown bird - medium,Night,0,0,0,120.0
1996-10-02,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,125.0
1996-10-02,Hawaii,Climb,Small,Unknown bird - small,Day,0,0,0,137.0
1996-10-03,Kentucky,Approach,Medium,Unknown bird - medium,Day,0,0,0,110.0
1996-10-03,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0
1996-10-03,DC,Approach,Medium,Unknown bird - medium,Night,0,0,0,130.0
1996-10-03,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,140.0
1996-10-03,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,200.0
1996-10-03,South Carolina,Climb,Medium,Unknown bird or bat,Night,0,0,0,125.0
1996-10-03,Georgia,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,120.0
1996-10-03,New York,Climb,Small,Tree swallow,Day,0,0,0,140.0
1996-10-03,Hawaii,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100.0
1996-10-03,DC,Descent,Small,Unknown bird - small,Night,0,0,0,200.0
1996-10-03,North Carolina,Descent,Small,Unknown bird - small,Night,0,0,0,210.0
1996-10-04,South Carolina,Approach,Medium,Unknown bird or bat,Night,0,0,0,150.0
1996-10-04,Pennsylvania,Approach,Small,Unknown bird - small,Dawn,0,0,0,140.0
1996-10-04,Hawaii,Landing Roll,Small,Pacific golden-plover,Day,0,0,0,140.0
1996-10-04,California,Take-off run,Small,Rock pigeon,Day,0,0,0,80.0
1996-10-05,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-10-05,Kentucky,Climb,Medium,Unknown bird - medium,Night,0,0,0,235.0
1996-10-06,Florida,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-10-06,Florida,Landing Roll,Small,Unknown bird - small,Day,0,0,0,140.0
1996-10-07,California,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,130.0
1996-10-07,Michigan,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0
1996-10-07,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,150.0
1996-10-08,Tennessee,Climb,Large,Unknown bird - large,Night,0,0,0,180.0
1996-10-08,Washington,Descent,Large,Unknown bird - large,Night,0,0,0,250.0
1996-10-08,Washington,Climb,Small,Unknown bird - small,Day,0,0,0,140.0
1996-10-09,North Carolina,Approach,Large,Canada goose,Dusk,0,0,0,110.0
1996-10-09,Florida,Approach,Large,Unknown bird - large,Night,0,0,0,140.0
1996-10-09,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0
1996-10-09,Missouri,Climb,Medium,Unknown bird - medium,Night,0,0,0,210.0
1996-10-09,Texas,Take-off run,Small,Unknown bird - small,Dawn,0,0,0,120.0
1996-10-09,Florida,Approach,Small,Unknown bird - small,Night,0,0,0,125.0
1996-10-10,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,160.0
1996-10-10,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,180.0
1996-10-10,Georgia,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0
