us_gross,worldwide_gross,production_budget,release_date,distributor,source,major_genre,rotten_tomatoes_rating,imdb_rating,imdb_votes
10020081.0,10020081.0,13000000.0,Jun 12 1998,MGM,Original Screenplay,Comedy,17.0,4.8,207.0
1200216.0,11208291.0,15000000.0,Jun 02 2006,Magnolia Pictures,Original Screenplay,Action,55.0,7.1,21427.0
14190901.0,34690901.0,20000000.0,Aug 29 2008,Lionsgate,Original Screenplay,Comedy,2.0,1.7000000000000002,34928.0
115646235.0,206552113.0,30000000.0,Aug 14 2009,Sony Pictures,Original Screenplay,Thriller/Suspense,91.0,8.3,151742.0
17507368.0,17507368.0,15000000.0,Jul 24 1998,MGM,Original Screenplay,Thriller/Suspense,30.0,5.2,9394.0
5990075.0,19689095.0,14000000.0,Nov 30 2007,Miramax,Based on Book/Short Story,Drama,55.0,8.0,31172.0
9237470.0,11933396.0,15000000.0,Feb 21 2003,MGM,Original Screenplay,Drama,57.0,6.6,10881.0
7680.0,7680.0,3250000.0,Oct 29 1999,Fox Searchlight,Original Screenplay,Drama,55.0,5.8,520.0
13337299.0,18396382.0,4000000.0,Jun 25 2004,MGM,Based on Real Life Events,Drama,49.0,6.5,6086.0
63257940.0,63308879.0,10000000.0,Feb 24 2006,Lionsgate,Based on Play,Comedy,26.0,3.9,5369.0
15064948.0,15064948.0,14000000.0,Aug 21 1998,Paramount Pictures,Original Screenplay,Black Comedy,15.0,5.6,7109.0
15427192.0,15427192.0,16000000.0,Mar 03 2000,Destination Films,Original Screenplay,Comedy,29.0,5.3,7606.0
81897.0,81897.0,11900000.0,Dec 10 1999,Miramax,Original Screenplay,Drama,26.0,5.3,976.0
11008770.0,21621188.0,33000000.0,Mar 14 2008,Universal,Original Screenplay,Action,48.0,6.0,34035.0
19367.0,19367.0,750000.0,Jan 23 2009,Magnolia Pictures,Original Screenplay,Thriller/Suspense,55.0,5.4,4551.0
137748063.0,356148063.0,127500000.0,May 19 2000,Walt Disney Pictures,Original Screenplay,Adventure,65.0,6.2,13962.0
480314.0,2670860.0,30000000.0,Jun 15 2007,Weinstein/Dimension,Based on Game,Action,34.0,4.9,16646.0
7578946.0,26942802.0,20000000.0,Dec 31 2005,Weinstein Co.,Based on TV,Adventure,55.0,2.5,2709.0
30651422.0,43948865.0,10000000.0,Nov 12 1999,Lionsgate,Original Screenplay,Comedy,68.0,7.3,100476.0
45207112.0,45207112.0,53000000.0,Nov 02 2001,Paramount Pictures,Original Screenplay,Thriller/Suspense,24.0,5.3,10778.0
10169202.0,17759202.0,50000000.0,Oct 14 2005,New Line,Based on Real Life Events,Action,19.0,5.9,32560.0
41954997.0,55954997.0,35000000.0,Feb 28 1997,Sony Pictures,Based on Real Life Events,Drama,87.0,7.7,65462.0
28212337.0,54612337.0,70000000.0,Oct 21 2005,Universal,Based on Game,Horror,19.0,5.2,39473.0
33422556.0,50923043.0,20000000.0,Dec 12 2008,Miramax,Based on Play,Drama,78.0,6.4,15106.0
19421271.0,19421271.0,5000000.0,Mar 26 1999,Walt Disney Pictures,Based on TV,Adventure,55.0,4.8,920.0
5501940.0,92101940.0,13500000.0,Feb 18 2005,Newmarket Films,Based on Real Life Events,Drama,55.0,6.1,404.0
8823109.0,8823109.0,3000000.0,Aug 08 2001,Fox Searchlight,Based on Book/Short Story,Thriller/Suspense,81.0,6.6,6734.0
140464664.0,349464664.0,80000000.0,May 08 1998,Paramount Pictures,Original Screenplay,Adventure,47.0,6.0,54160.0
133311000.0,290539042.0,90000000.0,Oct 06 2006,Warner Bros.,Remake,Drama,93.0,8.5,264148.0
33000377.0,33000377.0,28000000.0,Dec 22 2000,Miramax,Original Screenplay,Horror,15.0,4.8,14077.0
36316032.0,72516819.0,65000000.0,Aug 22 2008,Universal,Remake,Action,41.0,6.6,40611.0
42100625.0,85724728.0,30000000.0,May 29 2009,Universal,Original Screenplay,Horror,92.0,7.1,51343.0
128067808.0,213200000.0,15000000.0,Dec 08 2000,Sony Pictures Classics,Based on Book/Short Story,Drama,55.0,6.4,15106.0
36020063.0,54962616.0,22000000.0,Nov 11 2005,Weinstein Co.,Based on Book/Short Story,Action,20.0,3.4,3317.0
112950721.0,176101721.0,72000000.0,Jun 22 2001,20th Century Fox,Remake,Comedy,55.0,6.0,2993.0
144156605.0,294156605.0,71500000.0,Jun 26 1998,20th Century Fox,Remake,Comedy,55.0,5.2,25648.0
22734486.0,23734486.0,17000000.0,Sep 05 2003,Paramount Pictures,Original Screenplay,Comedy,55.0,5.5,6949.0
32862104.0,49686263.0,40000000.0,Mar 21 2008,Paramount Pictures,Original Screenplay,Comedy,26.0,5.9,19388.0
239962.0,239962.0,4700000.0,Oct 13 2006,Sony Pictures Classics,Original Screenplay,Drama,48.0,6.7,5380.0
32616869.0,54616869.0,72000000.0,Apr 27 2001,Warner Bros.,Original Screenplay,Action,13.0,4.2,18795.0
22163442.0,34409206.0,10600000.0,Dec 25 2004,Miramax/Dimension,Original Screenplay,Horror,4.0,5.3,9979.0
6543194.0,6543194.0,34000000.0,May 05 2000,Sony Pictures,Based on Book/Short Story,Drama,9.0,5.2,2298.0
33685268.0,75685268.0,68000000.0,Mar 21 2003,Warner Bros.,Based on Book/Short Story,Drama,30.0,5.3,34141.0
103365956.0,154965956.0,75000000.0,Dec 15 2006,Paramount Pictures,Based on Musical/Opera,Musical,78.0,6.6,28016.0
4217115.0,4217115.0,16000000.0,Aug 13 1999,New Line,Original Screenplay,Comedy,47.0,6.4,15092.0
10571408.0,10571408.0,10000000.0,Jul 23 1999,New Line,Original Screenplay,Comedy,45.0,6.2,16344.0
56398162.0,56398162.0,20000000.0,Dec 13 2002,20th Century Fox,Original Screenplay,Comedy,81.0,5.2,18165.0
11546543.0,11546543.0,2000000.0,Oct 20 2000,Miramax,Original Screenplay,Action,55.0,6.4,15106.0
638227.0,1075504.0,2000000.0,Sep 28 2001,Access Motion Picture Group,Original Screenplay,Drama,55.0,7.2,2991.0
26024456.0,57029609.0,7000000.0,Aug 04 2006,Lionsgate,Original Screenplay,Thriller/Suspense,55.0,7.4,58176.0
2255000.0,2255000.0,3000000.0,Apr 04 2003,Miramax,Original Screenplay,Concert/Performance,43.0,5.9,501.0
40363530.0,40363530.0,16000000.0,Aug 02 2002,Sony Pictures,Original Screenplay,Comedy,2.0,3.0,10050.0
99147.0,99147.0,5000000.0,Jun 04 1999,Goldwyn Entertainment,Original Screenplay,Drama,55.0,6.0,1412.0
80209692.0,117573043.0,20000000.0,Apr 13 2007,Paramount Pictures,Original Screenplay,Thriller/Suspense,68.0,7.0,72231.0
29823162.0,29823162.0,24000000.0,Jan 12 2001,Walt Disney Pictures,Remake,Action,12.0,6.8,162.0
8580428.0,34743644.0,20000000.0,Aug 17 2007,MGM,Original Screenplay,Comedy,61.0,5.1,6628.0
144583.0,371647.0,800000.0,Mar 10 2000,Warner Bros.,Original Screenplay,Thriller/Suspense,45.0,6.3,1776.0
8112414.0,13904766.0,10000000.0,Jul 18 2003,Miramax,Original Screenplay,Drama,55.0,7.5,18554.0
9818792.0,9818792.0,22000000.0,Aug 27 1999,Universal,Based on TV,Comedy,14.0,3.6,4628.0
4734235.0,4734235.0,16000000.0,Sep 15 2000,Walt Disney Pictures,Original Screenplay,Drama,21.0,5.7,5340.0
80270227.0,110570227.0,53000000.0,Aug 05 2005,Warner Bros.,Based on TV,Comedy,13.0,4.7,27016.0
870067.0,994790.0,12000000.0,Sep 30 2005,Warner Bros.,Based on Book/Short Story,Adventure,93.0,7.2,2966.0
26214846.0,26214846.0,30000000.0,Jun 13 2003,New Line,Original Screenplay,Comedy,10.0,3.3,14813.0
0.0,909822.0,15000000.0,Oct 08 2005,Warner Bros.,Based on Game,Drama,55.0,6.4,15106.0
15185241.0,33771965.0,35000000.0,Dec 08 2000,New Line,Based on Game,Adventure,55.0,3.6,16954.0
9652000.0,10070651.0,40000000.0,Sep 26 2003,Miramax,Original Screenplay,Comedy,55.0,5.7,19238.0
75802010.0,130402010.0,54000000.0,Jul 14 2006,Universal,Original Screenplay,Comedy,21.0,6.1,164.0
61007424.0,153007424.0,57000000.0,Oct 17 1997,Warner Bros.,Based on Book/Short Story,Drama,55.0,6.4,15106.0
217536138.0,757236138.0,125000000.0,May 19 2006,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,25.0,6.4,116903.0
10977721.0,79915361.0,32000000.0,Sep 14 2007,Freestyle Releasing,Traditional/Legend/Fairytale,Action,55.0,3.8,14081.0
6044618.0,6044618.0,10000000.0,May 03 2002,MGM,Original Screenplay,Drama,3.0,5.3,4010.0
64172251.0,71172251.0,30000000.0,Feb 16 2001,Paramount Pictures,Remake,Comedy,19.0,5.0,9193.0
20035310.0,20035310.0,9000000.0,Jan 21 2000,Miramax,Original Screenplay,Romantic Comedy,3.0,4.4,7095.0
4017609.0,11498547.0,20000000.0,Nov 21 2007,Weinstein Co.,Based on Real Life Events,Drama,76.0,7.1,23078.0
21056221.0,22156221.0,8000000.0,Sep 17 2010,Sony/Screen Gems,Based on Book/Short Story,Comedy,80.0,7.7,483.0
133411.0,133411.0,3000000.0,Feb 26 2010,Magnolia Pictures,Original Screenplay,Drama,55.0,6.2,790.0
43313890.0,78739628.0,60000000.0,Jan 29 2010,Warner Bros.,Based on TV,Drama,55.0,6.7,24174.0
22508689.0,35319689.0,60000000.0,Mar 26 1999,Universal,Original Screenplay,Comedy,62.0,6.0,21734.0
12574914.0,14134502.0,7500000.0,Oct 09 2009,Sony Pictures Classics,Based on Factual Book/Article,Drama,94.0,7.5,22855.0
4170647.0,4170647.0,3000000.0,Apr 14 2000,Miramax,Based on Play,Comedy,55.0,6.7,8351.0
3602884.0,4002884.0,3000000.0,Apr 18 1997,Orion Pictures,Original Screenplay,Black Comedy,11.0,4.8,5127.0
101440743.0,178066569.0,80000000.0,Sep 26 2008,Paramount Pictures,Original Screenplay,Thriller/Suspense,27.0,6.6,52336.0
36443442.0,96398826.0,40000000.0,Feb 26 1999,Sony Pictures,Original Screenplay,Thriller/Suspense,22.0,6.3,47753.0
5580479.0,15035827.0,5500000.0,Dec 14 2001,Miramax,Based on Book/Short Story,Drama,79.0,5.8,44.0
14943582.0,14943582.0,8500000.0,Apr 23 1999,Paramount Pictures,Based on Book/Short Story,Black Comedy,92.0,7.4,37454.0
24409722.0,56409722.0,65000000.0,Jan 14 2005,20th Century Fox,Spin-Off,Action,10.0,4.9,27283.0
173398518.0,220443451.0,32000000.0,Nov 07 2003,New Line,Original Screenplay,Comedy,84.0,6.8,42123.0
30082699.0,82150642.0,25000000.0,Nov 06 1998,Gramercy,Based on Real Life Events,Drama,81.0,7.6,33773.0
22913677.0,22913677.0,35000000.0,Apr 09 2004,Miramax,Based on Book/Short Story,Comedy,49.0,6.3,12020.0
56330657.0,98156459.0,29000000.0,Sep 12 2003,Sony Pictures,Original Screenplay,Action,68.0,6.2,54413.0
11634458.0,11634458.0,17000000.0,Oct 01 1999,Sony Pictures,Based on TV,Comedy,76.0,5.4,1059.0
14060950.0,16124074.0,12500000.0,Nov 22 2002,Universal,Based on Book/Short Story,Drama,50.0,6.7,8165.0
17504595.0,18495444.0,3500000.0,Dec 06 2002,Universal,Original Screenplay,Drama,21.0,6.5,63.0
77437223.0,129437223.0,3400000.0,Jun 24 2005,Warner Independent,Based on Real Life Events,Documentary,55.0,7.8,23674.0
28444855.0,38117718.0,10000000.0,Oct 06 2006,Lionsgate,Original Screenplay,Comedy,20.0,5.4,17845.0
89296573.0,169296573.0,100000000.0,Dec 15 2000,Walt Disney Pictures,Original Screenplay,Adventure,85.0,7.4,23355.0
127706877.0,340384141.0,85000000.0,Nov 21 2007,Walt Disney Pictures,Original Screenplay,Romantic Comedy,92.0,7.5,55697.0
10660147.0,10660147.0,23000000.0,Dec 03 1999,Sony Pictures,Based on Book/Short Story,Drama,67.0,6.9,9969.0
66889043.0,212026975.0,100000000.0,Nov 24 1999,Universal,Original Screenplay,Action,11.0,5.4,43513.0
11748661.0,11748661.0,10000000.0,Jan 20 2006,M Power Releasing,Original Screenplay,Drama,55.0,6.7,2884.0
51396781.0,96971293.0,85000000.0,Mar 16 2001,Paramount Pictures,Based on Real Life Events,Drama,53.0,7.4,59916.0
111549836.0,250649836.0,85000000.0,Nov 20 1998,Walt Disney Pictures,Original Screenplay,Action,70.0,7.2,66700.0
87707396.0,211700000.0,66000000.0,Apr 30 1999,20th Century Fox,Original Screenplay,Thriller/Suspense,38.0,6.1,40764.0
39177215.0,39177215.0,38000000.0,May 24 2002,Sony Pictures,Original Screenplay,Thriller/Suspense,21.0,6.5,92.0
13548322.0,14566246.0,20000000.0,Apr 30 2004,Dreamworks SKG,Original Screenplay,Comedy,7.0,4.6,15655.0
39739367.0,86858578.0,20000000.0,Jan 26 2007,20th Century Fox,Original Screenplay,Comedy,2.0,2.2,48975.0
75030163.0,249488115.0,100000000.0,Dec 15 2006,20th Century Fox,Based on Book/Short Story,Adventure,16.0,5.0,43555.0
125548685.0,258400000.0,50000000.0,Mar 17 2000,Universal,Based on Real Life Events,Drama,83.0,7.2,54977.0
26850426.0,50719373.0,54000000.0,Oct 14 2005,Paramount Pictures,Original Screenplay,Drama,28.0,6.4,31775.0
78146373.0,81846373.0,60000000.0,Aug 13 2010,Sony Pictures,Based on Magazine Article,Drama,37.0,4.7,3019.0
34366518.0,47066518.0,20000000.0,Mar 19 2004,Focus Features,Based on Book/Short Story,Comedy,93.0,8.5,219986.0
70527.0,70527.0,10000000.0,Oct 15 2004,Artisan,Original Screenplay,Comedy,32.0,6.6,5205.0
49388.0,76654.0,2000000.0,May 04 2001,Warner Bros.,Original Screenplay,Drama,55.0,7.9,1391.0
17718223.0,20718223.0,25000000.0,Feb 20 2004,Dreamworks SKG,Original Screenplay,Comedy,46.0,6.5,52548.0
14843425.0,14843425.0,5000000.0,Nov 07 1997,Trimark,Original Screenplay,Drama,80.0,7.0,4509.0
26673242.0,26673242.0,60000000.0,Aug 15 1997,Paramount Pictures,Original Screenplay,Horror,21.0,6.3,44671.0
65705772.0,65705772.0,26000000.0,Jul 31 1998,20th Century Fox,Traditional/Legend/Fairytale,Drama,55.0,6.4,15106.0
50047179.0,151947179.0,55000000.0,Dec 25 1996,Walt Disney Pictures,Based on Musical/Opera,Musical,61.0,6.1,16769.0
38311134.0,98341932.0,80000000.0,Jun 08 2001,Dreamworks SKG,Original Screenplay,Comedy,42.0,5.9,39590.0
75078.0,75078.0,4000000.0,Dec 25 2000,Dreamworks SKG,Original Screenplay,Drama,49.0,6.0,1097.0
51957.0,51957.0,4500000.0,Aug 31 2007,Magnolia Pictures,Original Screenplay,Action,55.0,7.3,3699.0
51758599.0,79958599.0,33000000.0,Mar 16 2001,Warner Bros.,Based on Book/Short Story,Action,33.0,5.2,14528.0
75072454.0,144216468.0,18000000.0,Sep 09 2005,Sony/Screen Gems,Based on Real Life Events,Thriller/Suspense,45.0,6.8,32425.0
41814863.0,43957541.0,78000000.0,Aug 20 2004,Warner Bros.,Based on Book/Short Story,Horror,55.0,5.0,15901.0
9793406.0,9808102.0,37500000.0,Oct 04 2008,Universal,Based on Book/Short Story,Drama,61.0,7.1,4749.0
2840417.0,2840417.0,20700000.0,Apr 23 1999,Miramax,Original Screenplay,Thriller/Suspense,71.0,6.8,35788.0
10823158.0,10849158.0,7500000.0,Sep 04 2009,Miramax,Original Screenplay,Comedy,62.0,6.4,12371.0
4835968.0,12624471.0,40000000.0,Nov 27 2002,Paramount Pictures,Original Screenplay,Action,6.0,4.1,3195.0
55691208.0,86257553.0,65000000.0,Jul 16 1999,Warner Bros.,Based on Book/Short Story,Drama,78.0,7.2,93880.0
40283321.0,40283321.0,15000000.0,Dec 25 1998,Miramax,Original Screenplay,Horror,51.0,6.3,36139.0
88715192.0,128402901.0,50000000.0,Mar 10 2006,Paramount Pictures,Original Screenplay,Romantic Comedy,25.0,5.6,20324.0
37036404.0,45336404.0,29000000.0,Apr 14 2000,Walt Disney Pictures,Original Screenplay,Romantic Comedy,68.0,6.5,25485.0
22455510.0,77956957.0,18000000.0,Sep 25 2009,MGM,Remake,Musical,25.0,4.5,4973.0
60062868.0,91762868.0,18000000.0,Dec 16 2005,20th Century Fox,Original Screenplay,Comedy,52.0,6.3,24434.0
113433.0,113433.0,1000000.0,Aug 22 2001,Warner Bros.,Original Screenplay,Comedy,55.0,6.4,15106.0
9103630.0,9103630.0,80000000.0,Jun 16 2000,Walt Disney Pictures,Compilation,Musical,55.0,6.4,15106.0
15901849.0,29027914.0,13500000.0,Nov 08 2002,Focus Features,Original Screenplay,Drama,89.0,7.5,20239.0
16670.0,83356.0,5000000.0,Jan 28 2005,MGM,Original Screenplay,Thriller/Suspense,55.0,2.5,1016.0
28681080.0,35681080.0,85000000.0,May 09 1997,Warner Bros.,Remake,Comedy,55.0,4.8,6654.0
10178331.0,10178331.0,100000.0,Sep 29 2006,IDP/Goldwyn/Roadside,Original Screenplay,Drama,9.0,6.0,4901.0
112276146.0,241200000.0,80000000.0,Jun 27 1997,Paramount Pictures,Original Screenplay,Action,93.0,7.3,102001.0
46896664.0,89626226.0,26000000.0,Jan 31 2003,New Line,Original Screenplay,Horror,47.0,6.4,35737.0
54098051.0,112798051.0,25000000.0,Feb 10 2006,New Line,Original Screenplay,Horror,45.0,5.9,32263.0
66477700.0,185777700.0,40000000.0,Aug 28 2009,Warner Bros.,Original Screenplay,Horror,27.0,4.9,20319.0
13208023.0,13208023.0,40000000.0,Aug 30 2002,Warner Bros.,Original Screenplay,Horror,55.0,3.1,11438.0
10680275.0,13711903.0,18500000.0,May 22 1998,Universal,Based on Book/Short Story,Comedy,47.0,7.6,81560.0
56131.0,341808.0,3200000.0,Sep 22 2006,Weinstein/Dimension,Original Screenplay,Horror,55.0,6.4,12023.0
63570862.0,263900000.0,95000000.0,May 09 1997,Sony Pictures,Original Screenplay,Action,72.0,7.4,131252.0
6592103.0,6592103.0,35000000.0,Nov 06 2002,Warner Bros.,Original Screenplay,Thriller/Suspense,48.0,6.3,16693.0
68353550.0,90453550.0,10000000.0,Aug 25 2000,Universal,Original Screenplay,Comedy,63.0,5.9,30309.0
154696080.0,330579719.0,87500000.0,Jul 08 2005,20th Century Fox,Based on Comic/Graphic Novel,Action,27.0,5.7,71675.0
16757163.0,16757163.0,13000000.0,Aug 28 1998,Miramax,Original Screenplay,Drama,13.0,5.6,15023.0
127120058.0,236220058.0,76000000.0,Jun 06 2003,Universal,Based on Magazine Article,Action,36.0,5.1,44151.0
144512310.0,206512310.0,38000000.0,Jun 22 2001,Universal,Based on Magazine Article,Action,53.0,6.0,67939.0
70231041.0,109362966.0,72500000.0,Feb 08 2008,Warner Bros.,Original Screenplay,Adventure,55.0,7.6,93.0
119114517.0,222414517.0,6000000.0,Jun 23 2004,Lionsgate,Based on Real Life Events,Documentary,83.0,7.6,74424.0
14363397.0,14678228.0,20000000.0,Sep 23 2009,Overture Films,Based on Real Life Events,Documentary,75.0,7.3,11829.0
31598308.0,31598308.0,35000000.0,Oct 19 2001,20th Century Fox,Based on Comic/Graphic Novel,Thriller/Suspense,57.0,6.8,53477.0
298110.0,419801.0,8000000.0,Jun 15 2007,Lionsgate,Original Screenplay,Horror,55.0,6.9,11683.0
37030102.0,100853753.0,65000000.0,Oct 15 1999,20th Century Fox,Based on Book/Short Story,Drama,81.0,8.8,382470.0
32131830.0,85131830.0,137000000.0,Jul 11 2001,Sony Pictures,Based on Game,Adventure,55.0,6.4,36227.0
51768623.0,80013623.0,43000000.0,Dec 19 2000,Sony Pictures,Original Screenplay,Drama,74.0,7.2,35966.0
14249005.0,14249005.0,15000000.0,Apr 20 2001,20th Century Fox,Original Screenplay,Comedy,11.0,4.0,25033.0
8123860.0,8123860.0,19000000.0,Jan 09 1998,20th Century Fox,Original Screenplay,Action,55.0,4.4,2118.0
374675.0,374675.0,3000000.0,Jan 15 2010,Warner Bros.,Original Screenplay,Drama,55.0,7.5,5940.0
824295.0,1970268.0,15000000.0,Nov 12 1999,Artisan,Based on Book/Short Story,Drama,88.0,6.9,4790.0
4922166.0,4922166.0,12000000.0,Jun 20 2003,20th Century Fox,Based on TV,Musical,8.0,1.6,17596.0
53302314.0,112802314.0,23000000.0,Mar 17 2000,New Line,Original Screenplay,Horror,31.0,6.8,52618.0
33602376.0,61902376.0,53000000.0,Oct 20 2006,Paramount Pictures,Based on Book/Short Story,Drama,73.0,7.2,42788.0
4485485.0,4485485.0,27000000.0,Nov 24 1999,MGM,Original Screenplay,Drama,43.0,6.7,8125.0
148089.0,1635241.0,9000000.0,Jul 31 2009,IFC Films,Original Screenplay,Thriller/Suspense,55.0,7.2,4182.0
21000147.0,21893591.0,15000000.0,Oct 20 2006,20th Century Fox,Based on Book/Short Story,Drama,54.0,5.7,2832.0
21009180.0,34009180.0,75000000.0,Dec 17 2004,20th Century Fox,Remake,Adventure,30.0,6.0,18568.0
31567134.0,76366864.0,18000000.0,Apr 28 2006,Universal,Based on Real Life Events,Drama,91.0,7.8,46691.0
92993801.0,177993801.0,80000000.0,Nov 26 1997,Walt Disney Pictures,Remake,Comedy,17.0,4.6,18890.0
64665672.0,177665672.0,149000000.0,Nov 03 2006,Paramount Pictures,Original Screenplay,Comedy,72.0,7.0,21334.0
13090630.0,14816379.0,60000000.0,Sep 22 2006,MGM,Based on Real Life Events,Drama,33.0,6.5,13934.0
14543943.0,40098231.0,25000000.0,Aug 15 2008,Summit Entertainment,Original Screenplay,Adventure,17.0,4.7,1653.0
1173673.0,1788077.0,13000000.0,Mar 17 2006,Freestyle Releasing,Based on Real Life Events,Drama,60.0,7.1,12800.0
75764085.0,124715863.0,60000000.0,Dec 22 2000,Universal,Original Screenplay,Comedy,52.0,6.6,34090.0
13368437.0,15328368.0,6500000.0,Apr 07 2006,Sony Pictures Classics,Original Screenplay,Comedy,71.0,6.1,11087.0
339714978.0,867894287.0,94000000.0,May 30 2003,Walt Disney Pictures,Original Screenplay,Adventure,98.0,8.2,165006.0
52850.0,52850.0,500000.0,Oct 05 2007,IFC First Take,Original Screenplay,Comedy,35.0,6.4,15106.0
0.0,0.0,65000000.0,Dec 31 2009,Lionsgate,Original Screenplay,Comedy,55.0,6.4,15106.0
5204007.0,5204007.0,27000000.0,Oct 18 2002,Screen Media Films,Original Screenplay,Action,55.0,6.4,15106.0
10144010.0,15461638.0,35000000.0,Nov 22 2006,Warner Bros.,Original Screenplay,Drama,51.0,7.4,72562.0
131921738.0,288215319.0,120000000.0,Jun 15 2007,20th Century Fox,Based on Comic/Graphic Novel,Action,36.0,6.4,15106.0
0.0,0.0,5000000.0,Jan 30 2007,ThinkFilm,Original Screenplay,Comedy,55.0,4.1,3186.0
89706988.0,225706988.0,55000000.0,Sep 23 2005,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,38.0,6.2,45305.0
13110448.0,17423030.0,11000000.0,Apr 12 2002,Lionsgate,Original Screenplay,Thriller/Suspense,74.0,7.3,27629.0
52075270.0,129075270.0,55000000.0,Apr 18 2008,Lionsgate,Based on Book/Short Story,Action,64.0,6.7,36548.0
36605602.0,43090741.0,21000000.0,Jan 05 2007,Paramount Pictures,Based on Book/Short Story,Drama,69.0,7.5,18065.0
57176582.0,59675307.0,9500000.0,Jan 12 2000,New Line,Original Screenplay,Comedy,21.0,5.3,10176.0
110222438.0,160822438.0,26000000.0,Aug 06 2003,Walt Disney Pictures,Remake,Comedy,88.0,6.5,29137.0
44983704.0,68079671.0,31000000.0,Apr 28 2000,New Line,Original Screenplay,Drama,69.0,7.3,35968.0
25514517.0,38514517.0,39000000.0,Sep 30 2005,Universal,Based on TV,Action,81.0,8.0,106648.0
66711892.0,111311892.0,50000000.0,Sep 24 2004,Sony Pictures,Original Screenplay,Thriller/Suspense,55.0,4.9,1169.0
13121555.0,16951798.0,14000000.0,Apr 26 2002,New Line,Original Screenplay,Horror,21.0,4.4,17964.0
65002019.0,91700771.0,17000000.0,Feb 13 2009,Warner Bros.,Original Screenplay,Horror,26.0,5.6,26798.0
33253609.0,33526835.0,10000000.0,Nov 22 2002,New Line,Original Screenplay,Comedy,25.0,5.3,6742.0
25885000.0,56298474.0,12000000.0,Oct 25 2002,Miramax,Based on Real Life Events,Drama,76.0,7.3,26243.0
61255921.0,61950770.0,30000000.0,Oct 08 2004,Universal,Based on Book/Short Story,Drama,81.0,7.2,20868.0
2503902.0,5281776.0,1000000.0,Aug 01 2008,Sony Pictures Classics,Original Screenplay,Drama,87.0,7.2,10447.0
104374107.0,263467382.0,105000000.0,Nov 25 2009,Walt Disney Pictures,Based on Book/Short Story,Adventure,84.0,7.4,16232.0
2512846.0,3438804.0,2000000.0,Aug 02 2002,Miramax,Original Screenplay,Comedy,37.0,4.8,6660.0
33451479.0,33451479.0,500000.0,Sep 26 2008,Samuel Goldwyn Films,Original Screenplay,Drama,40.0,5.6,5498.0
6755271.0,6755271.0,5000000.0,Apr 27 2001,Sony Pictures,Original Screenplay,Horror,8.0,5.1,4679.0
18622031.0,28144586.0,29000000.0,Dec 05 2008,Universal,Based on Play,Drama,92.0,7.9,36366.0
1661464.0,1661464.0,7000000.0,Dec 29 2006,MGM,Based on Real Life Events,Drama,19.0,6.1,8680.0
196857.0,196857.0,12000000.0,Jan 06 2006,ThinkFilm,Based on Real Life Events,Drama,55.0,6.0,462.0
45950122.0,257938649.0,3500000.0,Aug 13 1997,Fox Searchlight,Original Screenplay,Comedy,95.0,7.2,40877.0
110550000.0,202250000.0,140000000.0,Dec 21 2005,Sony Pictures,Remake,Comedy,29.0,6.3,1788.0
51855045.0,71880305.0,70000000.0,Jul 31 2009,Universal,Original Screenplay,Comedy,67.0,6.8,37791.0
223202.0,2281089.0,16800000.0,Nov 10 2006,Picturehouse,Based on Book/Short Story,Drama,55.0,6.4,15106.0
17630465.0,21630465.0,35000000.0,Apr 30 2010,Summit Entertainment,Original Screenplay,Comedy,8.0,2.6,3458.0
42071069.0,50071069.0,40000000.0,Apr 08 2005,20th Century Fox,Based on Book/Short Story,Comedy,55.0,6.3,16736.0
5549923.0,5549923.0,12000000.0,Nov 17 2006,Warner Independent,Original Screenplay,Comedy,50.0,6.2,7780.0
48265581.0,48265581.0,50000000.0,Sep 12 1997,Polygram,Original Screenplay,Thriller/Suspense,80.0,7.7,74136.0
77730500.0,190400000.0,97000000.0,Dec 20 2002,Miramax,Original Screenplay,Drama,75.0,7.4,113378.0
75367693.0,200802638.0,50000000.0,Jun 11 2004,20th Century Fox,Based on Comic/Graphic Novel,Comedy,55.0,4.8,19870.0
18882880.0,20819601.0,20000000.0,May 11 2007,Universal,Original Screenplay,Drama,17.0,5.8,10902.0
12532777.0,12532777.0,36000000.0,Oct 24 1997,Sony Pictures,Original Screenplay,Drama,82.0,7.8,70906.0
20300218.0,34619699.0,19000000.0,Oct 19 2007,Miramax,Based on Book/Short Story,Drama,55.0,6.4,15106.0
4063859.0,79316616.0,6400000.0,Feb 27 2004,Sony Pictures Classics,Original Screenplay,Comedy,55.0,3.3,198.0
37667746.0,45312217.0,17000000.0,Oct 10 2003,MGM,Based on Book/Short Story,Comedy,45.0,5.0,1961.0
12882934.0,12923936.0,55000000.0,Feb 21 2003,Warner Bros.,Original Screenplay,Drama,8.0,6.0,7437.0
1308696.0,1308696.0,32000000.0,Dec 15 2006,Warner Bros.,Based on Book/Short Story,Drama,32.0,6.1,13007.0
6451628.0,6451628.0,3500000.0,Nov 06 1998,Lionsgate,Based on Book/Short Story,Drama,96.0,7.5,15946.0
22441.0,22441.0,15000000.0,Oct 05 2007,Sony Pictures,Original Screenplay,Romantic Comedy,29.0,6.0,4332.0
3517797.0,3517797.0,30000000.0,Apr 02 2003,Fox Searchlight,Remake,Drama,78.0,6.4,15106.0
